job_title,university,location,job_type,date
Research Scientist,Johns Hopkins University,Baltimore  MD,Computer Science,03/19/18
Part-Time Instructor (Pool) - College of STEM,Austin Peay State University,Clarksville  TN,Biology,03/19/18
Research Associate,The University of Texas at Dallas,Dallas  TX,Mechanical Engineering,02/23/18
Non-Credit Adjunct Faculty - Advanced Manufacturing,St. Petersburg College,Clearwater  FL,Industrial and Manufacturing Engineering,02/15/18
Lecturer 10 Months,SUNY Buffalo State,Buffalo  NY,Computer Science,02/15/18
Adjunct  Computer and Information Sciences,Cabrini University,Radnor  PA,Computer Science,02/13/18
Cyber Security Instructor - Part Time,City Colleges of Chicago,Chicago  IL,Computer Science,01/31/18
Postdoctoral Research Associate,Princeton University,Princeton  NJ,Psychology,01/20/18
Postdoctoral Research Associate,Princeton University,Princeton  NJ,Computer Science,01/20/18
Faculty in Cybersecurity Program,Liberty University,Lynchburg  VA,Information Systems and Technology,01/05/18
Part Time Faculty-Computer Science,Piedmont Virginia Community College,Charlottesville  VA,Computer Science,01/04/18
Part-Time Computer Science Instructor,Anne Arundel Community College,Arnold  MD,Computer Science,12/21/17
Part-Time Cybersecurity  Networking and Digital Forensics Instructor,Anne Arundel Community College,Arnold  MD,Computer Science,12/21/17
Adjunct Instructor - Computer Applications,Laredo College,Laredo  TX,Computer Science,12/20/17
Adjunct Instructor - Computer Electronics Technology Adjunct-CET (South) (Semester Pool),Laredo College,Laredo  TX,Computer Science,12/20/17
Adjunct Faculty,Western New Mexico University,Silver City  NM,Computer Science,12/12/17
Engineering/Computer Science Associate Faculty,Everett Community College,Everett  WA,Computer Engineering,12/08/17
Part-Time Lecturer,Northeastern University,Boston  MA,Computer Science,11/09/17
PT Lecturer Information Retrieval,Northeastern University,Boston  MA,Computer Science,11/09/17
Part-Time Lecturer Seattle,Northeastern University,Seattle  WA,Computer Science,11/09/17
PT Lecturer Mobile App Development,Northeastern University,Boston  MA,Computer Science,11/09/17
PT Lecturer Computer Systems,Northeastern University,Boston  MA,Computer Science,11/09/17
PT Lecturer Data Management,Northeastern University,Boston  MA,Computer Science,11/09/17
PT Lecturer Data Mining/Machine Learning,Northeastern University,Boston  MA,Computer Science,11/09/17
PT Lecturer - Fundamentals of Computer Science,Northeastern University,Boston  MA,Computer Science,11/09/17
Part-Time Lecturer,Northeastern University,Boston  MA,Computer Science,11/04/17
Part-Time Lecturer,Northeastern University,Boston  MA,Computer Science,11/04/17
Computing and Informatics: Assistant/Full Professor,University of Louisiana at Lafayette,Lafayette  LA,Computer Science,11/02/17
Lecturer-Computer Science,University of Colorado Denver,Denver  CO,Computer Science,10/30/17
Online Adjunct Professor  Computing and Technology,Cameron University,Lawton  OK,Computer Science,10/27/17
Postdoctoral Research Associate,Princeton University,Princeton  NJ,Psychology,10/27/17
Computer Science  Web & Mobile App. Development Adjunct Faculty Pool,Howard Community College,Columbia  MD,Computer Science,10/26/17
Cyber Forensics Adjunct Faculty Pool,Howard Community College,Columbia  MD,Computer Science,10/26/17
Operating Systems Fundamentals Adjunct Faculty Pool,Howard Community College,Columbia  MD,Computer Science,10/26/17
Cisco Networking Adjunct Faculty Pool,Howard Community College,Columbia  MD,Computer Science,10/26/17
Continuing Studies Instructor,Ferris State University,Grand Rapids  MI,Entrepreneurship,10/25/17
Postdoctoral Research Associate,Princeton University,Princeton  NJ,Computer Science,10/09/17
Cybersecurity - Open Rank,Northeastern University,Boston  MA,Computer Science,10/07/17
Network Science - Open rank,Northeastern University,Boston  MA,Computer Science,10/04/17
Instructor - Integrated Media (Part-Time Application Pool),Mt. Hood Community College,Gresham  OR,Computer Science,09/26/17
Faculty (Adjunct) - Computer Studies,Santa Rosa Junior College,Santa Rosa  CA,Computer Science,09/14/17
Postdoctoral Research Fellow - Computational and Experimental Neuroplasticity Laboratory,George Mason University,Fairfax  VA,Computer Science,09/13/17
Faculty - Assistant Professor - Master Computer Science,Utah Valley University,Orem  UT,Computer Science,09/08/17
Assistant Professor-Computer Science,Texas Southern University,Houston  TX,Computer Science,06/26/17
Research Associate,The University of Texas at Dallas,Dallas  TX,Mechanical Engineering,06/20/17
Instructor Computer Certification Level 1 (Apple SWIFT App Dev),Houston Community College,Houston  TX,Computer Science,06/08/17
Adjunct Faculty (Day)  Computer Science,Salem State University,Salem  MA,Computer Science,05/04/17
Part-Time Computer Science Instructor (Pool),West Valley-Mission Community College District,Saratoga  CA,Computer Science,05/02/17
Part-Time Lecturer - Online MS in Cybersecurity,Northeastern University,Boston  MA,Computer Science,04/26/17
Lecturer/Assistant/Associate/Full Teaching Professor  Professional Masters programs including the Align MS in CS  Seattle  WA,Northeastern University,Seattle  WA,Computer Science,04/26/17
Part Time Lecturer  Digital Media Management,Northeastern University,Boston  MA,Computer Science,04/25/17
Asst/Assoc/Clinical Professor,Northeastern University,Boston  MA,Computer Science,04/25/17
Professor of the Practice,Northeastern University,Boston  MA,Computer Science,04/25/17
Adjunct Instructor - Web Design,South Louisiana Community College,Lafayette  LA,Computer Science,04/19/17
IT - Software Developer Instructor Pool - Adjunct (Part-Time),Chippewa Valley Technical College,Eau Claire  WI,Computer Science,03/20/17
Adjunct/Part-Time Faculty Employment Opportunities CIS,San Jose/Evergreen Community College District,San Jose  CA,Computer Science,02/27/17
Lecturer/Assistant/Associate/Full Teaching Professor  Professional Masters programs including the Align MS in CS  San Jose/San Francisco  CA,Northeastern University,San Jose  CA,Computer Science,02/16/17
Instructor - Cyber Security (part time),Mt. Hood Community College,Gresham  OR,Computer Science,02/06/17
Instructor - CIS General (part time),Mt. Hood Community College,Gresham  OR,Computer Science,02/06/17
Computer-Integrated Manufacturing and Technology Instructor Part-time Pool,South Orange County Community College District,Mission Viejo  CA,Computer Science,02/01/17
Computer Science Instructor Part-Time Pool,South Orange County Community College District,Mission Viejo  CA,Computer Science,02/01/17
Computer Maintenance Technology Instructor Part-time Pool,South Orange County Community College District,Mission Viejo  CA,Computer Science,02/01/17
Computer Information Management Instructor Part-time Pool,South Orange County Community College District,Mission Viejo  CA,Information Systems and Technology,02/01/17
Computer Science - Adjunct Pool,Worcester State University,Worcester  MA,Computer Science,01/30/17
Adjunct Faculty - Computer Science,Lord Fairfax Community College,Middletown  VA,Computer Science,01/26/17
Adjunct Faculty - CyberSecurity,Lord Fairfax Community College,Middletown  VA,Computer Science,01/26/17
Adjunct Lecturer-Computer Science,SUNY Polytechnic Institute,Utica  NY,Computer Science,01/06/17
MacIntosh/CAD Lab Coordinator Adjunct Assistant Professor,Los Rios Community College District,Sacramento  CA,Computer Science,01/05/17
Computer Information Science (Programming) Adjunct Assistant Professor,Los Rios Community College District,Sacramento  CA,Computer Science,12/19/16
Computer Information Science (Applications  Networking  Microcomputers  Web Development) Adjunct Assistant Professor,Los Rios Community College District,Sacramento  CA,Computer Science,12/16/16
Instructor Web Design - Adjunct Pool,Houston Community College,Houston  TX,Graphic Design,10/24/16
Research Assistant Professor,The University of Memphis,Memphis  TN,Computer Science,10/17/16
Associate/Full Professor of Computer Science,Texas A&amp;M University - Texarkana,Texarkana  TX,Computer Science,10/07/16
Instructor Web Design (Part Time) - Adjunct Pool,Houston Community College,Houston  TX,Digital Arts,08/22/16
Instructor Computer Certification Level 1 (Continuing Education) - Adjunct Pool,Houston Community College,Houston  TX,Computer Science,08/22/16
CE- IT Computer Repair Technician - Adjunct Pool,Houston Community College,Houston  TX,Computer Science,08/19/16
CE- Computer Skills - Adjunct Pool,Houston Community College,Houston  TX,Computer Science,08/19/16
Research Associate,The University of Texas at Dallas,Dallas  TX,Computer Science,06/02/16
Part Time Faculty-Web Technologies,Piedmont Virginia Community College,Charlottesville  VA,Computer Science,02/24/16
Part Time Faculty-Networking/Cybersecurity,Piedmont Virginia Community College,Charlottesville  VA,Computer Science,02/24/16
Adjunct -Instructors for Computer Science  MIS and  E-Commence Cources 2019-2020,Fairleigh Dickinson University,Teaneck  NJ,Computer Science,11/04/15
Computer Programming Adjunct,Daytona State College,Daytona Beach  FL,Computer Science,08/08/15
Computer User Instructor - Adjunct,Tacoma Community College,Tacoma  WA,Computer Science,03/19/15
